,doc_id,author,authoryearofbirth,authoryearofdeath,no_words,len,Gut_id
0,An Egyptian Princess — Volume 10,"Ebers, Georg",1837.0,1898.0,23274,23274,Gut_34196
0,"Mark Twain: A Biography. Volume III, Part 2: 1907-1910","Paine, Albert Bigelow",1861.0,1937.0,93019,93019,Gut_14591
0,The Plunderers: A Novel,"Lefevre, Edwin",1871.0,1943.0,86253,86253,Gut_32261
0,Casanova's Homecoming,"Schnitzler, Arthur",1862.0,1931.0,37987,37987,Gut_41555
0,The Divine Fire,"Sinclair, May",1863.0,1946.0,227534,227534,Gut_2843
0,Pagan Papers,"Grahame, Kenneth",1859.0,1932.0,20423,20423,Gut_33175
0,Stories of American Life and Adventure,"Eggleston, Edward",1837.0,1902.0,42664,42664,Gut_3991
0,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 1: Chaldaea: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,53351,53351,Gut_4388
0,The Auto Boys' Quest,"Braden, James A. (James Andrew)",1872.0,1955.0,40080,40080,Gut_22235
0,Time Crime,"Piper, H. Beam",1904.0,1964.0,36700,36700,Gut_5854
0,The Bigamist,"Young, F. E. Mills (Florence Ethel Mills)",1875.0,,80316,80316,Gut_20750
0,The Field of Ice: Part II of the Adventures of Captain Hatteras,"Verne, Jules",1828.0,1905.0,47053,47053,Gut_41767
0,"Ireland under the Stuarts and During the Interregnum, Vol. 1 (of 3), 1603-1642","Bagwell, Richard",1840.0,1918.0,144463,144463,Gut_33347
0,The French Revolution - Volume 1,"Taine, Hippolyte",1828.0,1893.0,155558,155558,Gut_11641
0,The Young Train Dispatcher,"Stevenson, Burton Egbert",1872.0,1962.0,77664,77664,Gut_34995
0,Morning Star,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,85183,85183,Gut_12659
0,The European Anarchy,"Dickinson, G. Lowes (Goldsworthy Lowes)",1862.0,1932.0,29023,29023,Gut_180
0,Lister's Great Adventure,"Bindloss, Harold",1866.0,1945.0,77314,77314,Gut_58
0,All Things Considered,"Chesterton, G. K. (Gilbert Keith)",1874.0,1936.0,59648,59648,Gut_1067
0,Too Fat to Fight,"Beach, Rex",1877.0,1949.0,6876,6876,Gut_31279
0,The Red Court Farm: A Novel (Vol. 1 of 2),"Wood, Henry, Mrs.",1814.0,1887.0,82612,82612,Gut_36860
0,A Romance of the Republic,"Child, Lydia Maria",1802.0,1880.0,126498,126498,Gut_346
0,A Synopsis of the North American Lagomorpha,"Hall, E. Raymond (Eugene Raymond)",1902.0,1986.0,23971,23971,Gut_16669
0,Mr Punch's Pocket Ibsen - A Collection of Some of the Master's Best Known Dramas,"Anstey, F.",1856.0,1934.0,25902,25902,Gut_19077
0,"Widger's Quotations from the Project Gutenberg Editions of the Works of Oliver W. Holmes, Sr.","Holmes, Oliver Wendell",1809.0,1894.0,9278,9278,Gut_18788
0,Old Quebec: The Fortress of New France,"Parker, Gilbert",1862.0,1932.0,91678,91678,Gut_14979
0,Zicci: A Tale — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,14294,14294,Gut_40295
0,The Duchess of Padua,"Wilde, Oscar",1854.0,1900.0,22498,22498,Gut_41175
0,The Note-Books of Samuel Butler,"Butler, Samuel",1835.0,1902.0,142513,142513,Gut_38981
0,Garryowen,"Stacpoole, H. De Vere (Henry De Vere)",1863.0,1951.0,77981,77981,Gut_34770
0,Cleopatra — Volume 02,"Ebers, Georg",1837.0,1898.0,12574,12574,Gut_34314
0,End as a World,"Wallace, F. L. (Floyd L.)",1915.0,2004.0,2442,2442,Gut_31454
0,Songs of Labor and Reform: Part 5 From Volume III of The Works of John Greenleaf Whittier,"Whittier, John Greenleaf",1807.0,1892.0,18503,18503,Gut_41723
0,The Little Colonel's Holidays,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,49950,49950,Gut_23357
0,The Wooden Horse,"Walpole, Hugh",1884.0,1941.0,87742,87742,Gut_12622
0,Bruges and West Flanders,"Omond, George W. T. (George William Thomson)",1846.0,1929.0,33990,33990,Gut_6239
0,The Magnetic North,"Robins, Elizabeth",1862.0,1952.0,151574,151574,Gut_23
0,The Listeners and Other Poems,"De la Mare, Walter",1873.0,1956.0,7368,7368,Gut_9271
0,Panther Eye,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,37394,37394,Gut_12074
0,"Occurrence of the Garter Snake, Thamnophis sirtalis, in the Great Plains and Rocky Mountains","Fitch, Henry S. (Henry Sheldon)",1909.0,2009.0,6597,6597,Gut_17995
0,Social Pictorial Satire,"Du Maurier, George",1834.0,1896.0,15332,15332,Gut_2004
0,"The Rover Boys on the Farm; or, Last Days at Putnam Hall","Stratemeyer, Edward",1862.0,1930.0,49008,49008,Gut_8966
0,The New Machiavelli,"Wells, H. G. (Herbert George)",1866.0,1946.0,144479,144479,Gut_302
0,Zibeline — Volume 2,"Massa, Philippe, marquis de",1831.0,1911.0,9713,9713,Gut_22418
0,Pictures and Stories from Uncle Tom's Cabin,"Stowe, Harriet Beecher",1811.0,1896.0,9079,9079,Gut_13199
0,Footsteps of Fate,"Couperus, Louis",1863.0,1923.0,48062,48062,Gut_18571
0,Greetings from Longfellow,"Longfellow, Henry Wadsworth",1807.0,1882.0,995,995,Gut_9840
0,Little Miss Grouch: A Narrative Based on the Log of Alexander Forsyth Smith's Maiden Transatlantic Voyage,"Adams, Samuel Hopkins",1871.0,1958.0,34076,34076,Gut_8992
0,A Book of Golden Deeds,"Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,101656,101656,Gut_39296
0,Clipped Wings,"Westerman, Percy F. (Percy Francis)",1876.0,1959.0,70042,70042,Gut_38720
0,"Mark Hurdlestone; Or, The Two Brothers","Moodie, Susanna",1803.0,1885.0,101405,101405,Gut_4909
0,Joy in the Morning,"Andrews, Mary Raymond Shipman",1860.0,1936.0,57644,57644,Gut_4135
0,"Dick Hamilton's Cadet Days; Or, The Handicap of a Millionaire's Son","Garis, Howard Roger",1873.0,1962.0,58331,58331,Gut_17961
0,"""My Novel"" — Volume 07","Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,29471,29471,Gut_40408
0,The Short Line War,"Merwin, Samuel",1874.0,1936.0,61858,61858,Gut_40868
0,The Souls of Black Folk,"Du Bois, W. E. B. (William Edward Burghardt)",1868.0,1963.0,68689,68689,Gut_23734
0,"Divine Comedy, Longfellow's Translation, Hell",Dante Alighieri,1265.0,1321.0,48,48,Gut_3
0,Lady Sybil's Choice: A Tale of the Crusades,"Holt, Emily Sarah",1836.0,1893.0,72275,72275,Gut_26410
0,The Century of Columbus,"Walsh, James J. (James Joseph)",1865.0,1942.0,218803,218803,Gut_18911
0,"My Lords of Strogue, Vol. 1 (of 3): A Chronicle of Ireland, from the Convention to the Union","Wingfield, Lewis",1842.0,1891.0,72305,72305,Gut_22044
0,The Curved Blades,"Wells, Carolyn",1862.0,1942.0,70622,70622,Gut_27536
0,The Quilt that Jack Built; How He Won the Bicycle,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,9528,9528,Gut_5219
0,"The Eagle's Nest: Ten Lectures on the Relation of Natural Science to Art, Given Before the University of Oxford, in Lent Term, 1872","Ruskin, John",1819.0,1900.0,60224,60224,Gut_25437
0,Maezli: A Story of the Swiss Valleys,"Spyri, Johanna",1827.0,1901.0,64235,64235,Gut_108
0,"Uncle Wiggily's Auto Sled: or, How Mr. Hedgehog Helped Him Get Up the Slippery Hill; and, How Uncle Wiggily Made a Snow Pudding. Also, What Happened in the Snow Fort","Garis, Howard Roger",1873.0,1962.0,3085,3085,Gut_31037
0,Old Rose and Silver,"Reed, Myrtle",1874.0,1911.0,73258,73258,Gut_33760
0,The Substitute Millionaire,"Footner, Hulbert",1879.0,1944.0,82259,82259,Gut_36212
0,Jeanne of the Marshes,"Oppenheim, E. Phillips (Edward Phillips)",1866.0,1946.0,76937,76937,Gut_24976
0,Kangaroo,"Lawrence, D. H. (David Herbert)",1885.0,1930.0,149635,149635,Gut_38343
0,The Phoenix and the Carpet,"Nesbit, E. (Edith)",1858.0,1924.0,61514,61514,Gut_40857
0,The Sensitive Man,"Anderson, Poul",1926.0,2001.0,20868,20868,Gut_15893
0,The Varmint,"Johnson, Owen",1878.0,1952.0,70989,70989,Gut_11259
0,The Lifted Veil,"Eliot, George",1819.0,1880.0,17628,17628,Gut_8539
0,Taquisara,"Crawford, F. Marion (Francis Marion)",1854.0,1909.0,147029,147029,Gut_761
0,A Son of the Immortals,"Tracy, Louis",1863.0,1928.0,76166,76166,Gut_11096
0,Birds in the Bush,"Torrey, Bradford",1843.0,1912.0,64868,64868,Gut_13197
0,Literary Friends and Acquaintance; a Personal Retrospect of American Authorship,"Howells, William Dean",1837.0,1920.0,128084,128084,Gut_24715
0,Tenterhooks,"Leverson, Ada",1862.0,1933.0,51945,51945,Gut_12
0,Graft: A Comedy in Four Acts,"Brighouse, Harold",1882.0,1958.0,20458,20458,Gut_34741
0,Epistle to the Son of the Wolf,Bahá'u'lláh,1817.0,1892.0,46728,46728,Gut_4799
0,The Poetical Works of Oliver Wendell Holmes — Volume 07: Songs of Many Seasons,"Holmes, Oliver Wendell",1809.0,1894.0,18490,18490,Gut_40096
0,The Blind Beggar of Jericho,"Mortimer, Favell Lee",1802.0,1878.0,1127,1127,Gut_20173
0,Exit Betty,"Hill, Grace Livingston",1865.0,1947.0,54027,54027,Gut_15294
0,In Search of Treasure,"Alger, Horatio, Jr.",1832.0,1899.0,57217,57217,Gut_33756
0,"Fred Markham in Russia; Or, The Boy Travellers in the Land of the Czar","Kingston, William Henry Giles",1814.0,1880.0,82071,82071,Gut_8366
0,"The Bath Road: History, Fashion, & Frivolity on an Old Highway","Harper, Charles G. (Charles George)",1863.0,1943.0,54213,54213,Gut_21293
0,Married Love: A New Contribution to the Solution of Sex Difficulties,"Stopes, Marie Carmichael",1880.0,1958.0,39099,39099,Gut_28910
0,They Call Me Carpenter: A Tale of the Second Coming,"Sinclair, Upton",1878.0,1968.0,57596,57596,Gut_36640
0,My Path to Atheism,"Besant, Annie",1847.0,1933.0,110454,110454,Gut_20725
0,Talks on Teaching Literature,"Bates, Arlo",1850.0,1918.0,62851,62851,Gut_30785
0,Name Your Symptom,"Harmon, Jim",1933.0,2010.0,5024,5024,Gut_31657
0,"The Heart of the White Mountains, Their Legend and Scenery: Tourist's Edition","Drake, Samuel Adams",1833.0,1905.0,124304,124304,Gut_25065
0,The Plum Tree,"Phillips, David Graham",1867.0,1911.0,71082,71082,Gut_7578
0,The Story of Charles Strange: A Novel. Vol. 1 (of 3),"Wood, Henry, Mrs.",1814.0,1887.0,47262,47262,Gut_21856
0,The Case of the Golden Bullet,"Groner, Auguste",1850.0,1929.0,14222,14222,Gut_6005
0,The Cosmic Computer,"Piper, H. Beam",1904.0,1964.0,64441,64441,Gut_7781
0,The Peaches of New York,"Hedrick, U. P.",1870.0,1951.0,249704,249704,Gut_28745
0,Swamp Cat,"Kjelgaard, Jim",1910.0,1959.0,46008,46008,Gut_19230
0,"A Flat Iron for a Farthing; or, Some Passages in the Life of an only Son","Ewing, Juliana Horatia Gatty",1841.0,1885.0,64347,64347,Gut_7123
0,Archibald Hughson: An Arctic Story,"Kingston, William Henry Giles",1814.0,1880.0,26984,26984,Gut_9885
0,Little Homespun,"Ogden, Ruth",1853.0,1927.0,27100,27100,Gut_34322
0,The Face of the Fields,"Sharp, Dallas Lore",1870.0,1929.0,45184,45184,Gut_25062
0,Mou-Setsé: A Negro Hero; The Orphans' Pilgimage: A Story of Trust in God,"Meade, L. T.",1854.0,1914.0,13875,13875,Gut_25634
0,"Boy Scouts in the Northwest; Or, Fighting Forest Fires","Ralphson, G. Harvey (George Harvey)",1879.0,1940.0,49802,49802,Gut_20948
0,The Puzzle of Dickens's Last Plot,"Lang, Andrew",1844.0,1912.0,14880,14880,Gut_40091
0,Widger's Quotes and Images from Zilah by Jules Claretie: The French Immortals: Quotes And Images,"Claretie, Jules",1840.0,1913.0,324,324,Gut_40257
0,In the Levant: Twenty Fifth Impression,"Warner, Charles Dudley",1829.0,1900.0,141412,141412,Gut_32445
0,Sir Dominick Ferrand,"James, Henry",1843.0,1916.0,21473,21473,Gut_12614
0,The Amateur Gentleman,"Farnol, Jeffery",1878.0,1952.0,175852,175852,Gut_41940
0,Flower of the Gorse,"Tracy, Louis",1863.0,1928.0,75459,75459,Gut_27960
0,"Oliver Twist, Vol. 1 (of 3)","Dickens, Charles",1812.0,1870.0,54742,54742,Gut_28928
0,Mysteries of Paris — Volume 03,"Sue, Eugène",1804.0,1857.0,154404,154404,Gut_39254
0,"Other Tales and Sketches: (From: ""The Doliver Romance and Other Pieces: Tales and Sketches"")","Hawthorne, Nathaniel",1804.0,1864.0,10468,10468,Gut_41518
0,The Age of Innocence,"Wharton, Edith",1862.0,1937.0,101388,101388,Gut_33904
0,"An Adulteration Act: The Lady of the Barge and Others, Part 10.","Jacobs, W. W. (William Wymark)",1863.0,1943.0,3803,3803,Gut_1471
0,"Club Life of London, Vol. 1 (of 2): With Anecdotes of the Clubs, Coffee-Houses and Taverns of the Metropolis During the 17th, 18th, and 19th Centuries","Timbs, John",1801.0,1875.0,90104,90104,Gut_23950
0,Where Love is There God is Also,"Tolstoy, Leo, graf",1828.0,1910.0,5167,5167,Gut_21851
0,Anthony the Absolute,"Merwin, Samuel",1874.0,1936.0,69179,69179,Gut_32648
0,Notes on My Books,"Conrad, Joseph",1857.0,1924.0,36137,36137,Gut_7342
0,Talks on Talking,"Kleiser, Grenville",1868.0,1953.0,26920,26920,Gut_5415
0,The Flying Girl and Her Chum,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,60862,60862,Gut_33508
0,The Varieties of Religious Experience: A Study in Human Nature,"James, William",1842.0,1910.0,186374,186374,Gut_39032
0,"Under One Sceptre, or Mortimer's Mission: The Story of the Lord of the Marches","Holt, Emily Sarah",1836.0,1893.0,59455,59455,Gut_26678
0,Adventures While Preaching the Gospel of Beauty,"Lindsay, Vachel",1879.0,1931.0,27847,27847,Gut_24913
0,The Winding Stair,"Mason, A. E. W. (Alfred Edward Woodley)",1865.0,1948.0,75795,75795,Gut_38570
0,"The Boy Allies Under the Sea; Or, The Vanishing Submarines","Hayes, Clair W. (Clair Wallace)",1887.0,,51109,51109,Gut_3372
0,Death Wish,"Sheckley, Robert",1928.0,2005.0,3308,3308,Gut_14588
0,The Devil Doctor,"Rohmer, Sax",1883.0,1959.0,73806,73806,Gut_6600
0,Webster—Man's Man,"Kyne, Peter B. (Peter Bernard)",1880.0,1957.0,92007,92007,Gut_32278
0,"My Life and Loves, Vol. 1 (of 4)","Harris, Frank",1856.0,1931.0,110368,110368,Gut_38326
0,Sir Thomas Browne and his 'Religio Medici': An Appreciation,"Whyte, Alexander",1836.0,1921.0,16477,16477,Gut_4533
0,The Honorable Senator Sage-Brush,"Lynde, Francis",1856.0,1930.0,98018,98018,Gut_4701
0,William Shakespeare,"Hugo, Victor",1802.0,1885.0,99245,99245,Gut_33361
0,We Can't Have Everything: A Novel,"Hughes, Rupert",1872.0,1956.0,184346,184346,Gut_39831
0,"The Modern Regime, Volume 1","Taine, Hippolyte",1828.0,1893.0,151839,151839,Gut_11667
0,"History of the Jews, Vol. 5 (of 6)","Graetz, Heinrich",1817.0,1891.0,244479,244479,Gut_27137
0,The Philosophy of Despair,"Jordan, David Starr",1851.0,1931.0,6881,6881,Gut_28943
0,A Man of Honor,"Eggleston, George Cary",1839.0,1911.0,49298,49298,Gut_21006
0,The Terms of Surrender,"Tracy, Louis",1863.0,1928.0,101196,101196,Gut_24574
0,The Lion of the North: A Tale of the Times of Gustavus Adolphus,"Henty, G. A. (George Alfred)",1832.0,1902.0,106997,106997,Gut_31294
0,The Chronicles of the Imp: A Romance,"Farnol, Jeffery",1878.0,1952.0,41401,41401,Gut_30174
0,Little Jack Rabbit's Adventures,"Cory, David",1872.0,1966.0,13014,13014,Gut_13792
0,"Prince Otto, a Romance","Stevenson, Robert Louis",1850.0,1894.0,61964,61964,Gut_20782
0,The Heart of Unaga,"Cullum, Ridgwell",1867.0,1943.0,129188,129188,Gut_10117
0,The Kipling Reader: Selections from the Books of Rudyard Kipling,"Kipling, Rudyard",1865.0,1936.0,62516,62516,Gut_4706
0,Mary Louise in the Country,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,50817,50817,Gut_9019
0,English Heraldic Book-stamps,"Davenport, Cyril",1848.0,1941.0,64365,64365,Gut_29061
0,The Half-Hearted,"Buchan, John",1875.0,1940.0,91616,91616,Gut_5082
0,Good Luck,"Meade, L. T.",1854.0,1914.0,50371,50371,Gut_13598
0,The Young Colonists: A Story of the Zulu and Boer Wars,"Henty, G. A. (George Alfred)",1832.0,1902.0,76185,76185,Gut_17138
0,Where the Phph Pebbles Go,"De Ford, Miriam Allen",1888.0,1975.0,4497,4497,Gut_32871
0,The Daughter of Heaven,"Loti, Pierre",1850.0,1923.0,31492,31492,Gut_28711
0,The Dark Door,"Nourse, Alan Edward",1928.0,1992.0,8710,8710,Gut_9489
0,"Baled Hay: A Drier Book than Walt Whitman's ""Leaves o' Grass""","Nye, Bill",1850.0,1896.0,59985,59985,Gut_31258
0,"Mirk Abbey, Volume 1 (of 3)","Payn, James",1830.0,1898.0,42303,42303,Gut_29095
0,"Oh, Rats!","De Ford, Miriam Allen",1888.0,1975.0,3439,3439,Gut_32072
0,The Perils of Certain English Prisoners,"Dickens, Charles",1812.0,1870.0,19384,19384,Gut_2896
0,The Parisians — Volume 12,"Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,31786,31786,Gut_40452
0,"The New Abelard: A Romance, Volume 1 (of 3)","Buchanan, Robert Williams",1841.0,1901.0,31527,31527,Gut_34385
0,"History of the United Netherlands, 1586d","Motley, John Lothrop",1814.0,1877.0,10760,10760,Gut_29608
0,Sandra Belloni — Volume 7,"Meredith, George",1828.0,1909.0,28475,28475,Gut_26472
0,"Those Smith Boys on the Diamond; or, Nip and Tuck for Victory","Garis, Howard Roger",1873.0,1962.0,64833,64833,Gut_35065
0,The Love Affairs of Pixie,"Vaizey, George de Horne, Mrs.",1857.0,1917.0,74043,74043,Gut_9670
0,The Tables of the Law; & The Adoration of the Magi,"Yeats, W. B. (William Butler)",1865.0,1939.0,7240,7240,Gut_26016
0,Seeing the Elephant,"Baker, George M. (George Melville)",1832.0,1890.0,7005,7005,Gut_30173
0,The Boys of Old Monmouth: A Story of Washington's Campaign in New Jersey in 1778,"Tomlinson, Everett T. (Everett Titsworth)",1859.0,1931.0,84598,84598,Gut_18719
0,Glengarry School Days: A Story of Early Days in Glengarry,"Connor, Ralph",1860.0,1937.0,59883,59883,Gut_16683
0,"The Heart of Rome: A Tale of the ""Lost Water""","Crawford, F. Marion (Francis Marion)",1854.0,1909.0,99538,99538,Gut_37190
0,Gwen Wynn: A Romance of the Wye,"Reid, Mayne",1818.0,1883.0,131108,131108,Gut_18987
0,Mildred and Elsie,"Finley, Martha",1828.0,1909.0,63123,63123,Gut_27554
0,An Egyptian Princess — Volume 03,"Ebers, Georg",1837.0,1898.0,17355,17355,Gut_34143
0,Mark Twain's Speeches,"Twain, Mark",1835.0,1910.0,92184,92184,Gut_16213
0,"Number 70, Berlin: A Story of Britain's Peril","Le Queux, William",1864.0,1927.0,52224,52224,Gut_23935
0,"John Frewen, South Sea Whaler: 1904","Becke, Louis",1855.0,1913.0,31465,31465,Gut_10925
0,The Rules of the Game,"White, Stewart Edward",1873.0,1946.0,185539,185539,Gut_2291
0,Creative Unity,"Tagore, Rabindranath",1861.0,1941.0,37470,37470,Gut_9679
0,The Turn of the Screw,"James, Henry",1843.0,1916.0,42259,42259,Gut_7989
0,Miss Mink's Soldier and Other Stories,"Rice, Alice Caldwell Hegan",1870.0,1942.0,34509,34509,Gut_3727
0,The Markenmore Mystery,"Fletcher, J. S. (Joseph Smith)",1863.0,1935.0,78319,78319,Gut_38317
0,City of Endless Night,"Hastings, Milo",1884.0,1957.0,85123,85123,Gut_41925
0,The Haciendas of Mexico: An Artist's Record,"Bartlett, Paul Alexander",1909.0,1990.0,19098,19098,Gut_29291
0,The Moon-Voyage,"Verne, Jules",1828.0,1905.0,105941,105941,Gut_2057
0,"Sybil Chase; or, The Valley Ranche: A Tale of California Life","Stephens, Ann S. (Ann Sophia)",1810.0,1886.0,40148,40148,Gut_28727
0,A Pair of Blue Eyes,"Hardy, Thomas",1840.0,1928.0,130250,130250,Gut_9222
0,The Humour of Homer and Other Essays,"Butler, Samuel",1835.0,1902.0,91653,91653,Gut_1873
0,"The Abandoned Country; or, Frank Reade, Jr., Exploring a New Continent.","Senarens, Luis",1863.0,1939.0,26610,26610,Gut_35437
0,Fated to Be Free: A Novel,"Ingelow, Jean",1820.0,1897.0,156274,156274,Gut_1619
0,Windsor Castle,"Thomas, Edward",1878.0,1917.0,12441,12441,Gut_24121
0,Little Dorrit,"Dickens, Charles",1812.0,1870.0,337475,337475,Gut_41784
0,How It Feels to Be Fifty,"Butler, Ellis Parker",1869.0,1937.0,3836,3836,Gut_26444
0,Spinning-Wheel Stories,"Alcott, Louisa May",1832.0,1888.0,73292,73292,Gut_19863
0,To Kiel in the 'Hercules',"Freeman, Lewis R. (Lewis Ransome)",1878.0,1960.0,66719,66719,Gut_25007
0,Afar in the Forest,"Kingston, William Henry Giles",1814.0,1880.0,80910,80910,Gut_8304
0,Evening Dress: Farce,"Howells, William Dean",1837.0,1920.0,7491,7491,Gut_13101
0,The Mountains of California,"Muir, John",1838.0,1914.0,90806,90806,Gut_2
0,A Narrative of Some of the Lord's Dealings with George Müller. Part 1,"Müller, George",1805.0,1898.0,83559,83559,Gut_7522
0,"Sir Brook Fossbrooke, Volume I.","Lever, Charles James",1806.0,1872.0,128819,128819,Gut_19067
0,Dominie Dean: A Novel,"Butler, Ellis Parker",1869.0,1937.0,72635,72635,Gut_26488
0,"Fine Feathers: Ship's Company, Part 1.","Jacobs, W. W. (William Wymark)",1863.0,1943.0,3868,3868,Gut_356
0,The Magnificent Adventure: Being the Story of the World's Greatest Exploration and the Romance of a Very Gallant Gentleman,"Hough, Emerson",1857.0,1923.0,88985,88985,Gut_14912
0,The Long Labrador Trail,"Wallace, Dillon",1863.0,1939.0,78789,78789,Gut_41922
0,Playing With Fire,"Barr, Amelia E.",1831.0,1919.0,74310,74310,Gut_20129
0,English Translations of Works of Emile Zola: An Index to the Project Gutenberg Works of Zola in English,"Zola, Émile",1840.0,1902.0,1039,1039,Gut_13905
0,Tik-Tok of Oz,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,48367,48367,Gut_32418
0,The Fighting Shepherdess,"Lockhart, Caroline",1870.0,1962.0,101253,101253,Gut_9814
0,Scouting with Kit Carson,"Tomlinson, Everett T. (Everett Titsworth)",1859.0,1931.0,60690,60690,Gut_23758
0,A Vagabond Journey Around the World: A Narrative of Personal Experience,"Franck, Harry Alverson",1881.0,1962.0,214176,214176,Gut_35857
0,Abraham Lincoln: Was He a Christian?,"Remsburg, John E. (John Eleazer)",1848.0,1919.0,70273,70273,Gut_21659
0,Tony and the Beetles,"Dick, Philip K.",1928.0,1982.0,4733,4733,Gut_23793
0,Three Unpublished Poems,"Alcott, Louisa May",1832.0,1888.0,2683,2683,Gut_13334
0,Human Error,"Jones, Raymond F.",1915.0,1994.0,13125,13125,Gut_16646
0,Jeremiah: A Drama in Nine Scenes,"Zweig, Stefan",1881.0,1942.0,48794,48794,Gut_22473
0,The Three Fates,"Crawford, F. Marion (Francis Marion)",1854.0,1909.0,144422,144422,Gut_33357
0,Ghost Stories of an Antiquary Part 2: More Ghost Stories,"James, M. R. (Montague Rhodes)",1862.0,1936.0,48002,48002,Gut_41777
0,Wyandot Government: A Short Study of Tribal Society: Bureau of American Ethnology,"Powell, John Wesley",1834.0,1902.0,5005,5005,Gut_4996
0,Confessions of a Caricaturist,"Herford, Oliver",1863.0,1935.0,1520,1520,Gut_8555
0,"The Old Countess; or, The Two Proposals","Stephens, Ann S. (Ann Sophia)",1810.0,1886.0,83037,83037,Gut_14581
0,"Prince Prigio: From ""His Own Fairy Book""","Lang, Andrew",1844.0,1912.0,18101,18101,Gut_8793
0,The Labor Divide,"Vaknin, Samuel",1961.0,,782,782,Gut_37531
0,Neghborly Poems and Dialect Sketches,"Riley, James Whitcomb",1849.0,1916.0,34583,34583,Gut_20586
0,"Johnny Ludlow, Third Series","Wood, Henry, Mrs.",1814.0,1887.0,175548,175548,Gut_23767
0,Eve's Ransom,"Gissing, George",1857.0,1903.0,54489,54489,Gut_25490
0,The Fifth Form at Saint Dominic's: A School Story,"Reed, Talbot Baines",1852.0,1893.0,110452,110452,Gut_10777
0,A Hazard of New Fortunes — Volume 2,"Howells, William Dean",1837.0,1920.0,35079,35079,Gut_17760
0,"The Substitute: Deep Waters, Part 9.","Jacobs, W. W. (William Wymark)",1863.0,1943.0,4593,4593,Gut_1048
0,A Speckled Bird,"Evans, Augusta J. (Augusta Jane)",1835.0,1909.0,115481,115481,Gut_19699
0,Homo: 1909,"Smith, Francis Hopkinson",1838.0,1915.0,4371,4371,Gut_10142
0,Hagar,"Johnston, Mary",1870.0,1936.0,105450,105450,Gut_30545
0,The Novel; what it is,"Crawford, F. Marion (Francis Marion)",1854.0,1909.0,13737,13737,Gut_31497
0,"Life and Times of David. Miscellaneous Writings of C. H. Mackintosh, vol. VI","Mackintosh, Charles Henry",1820.0,1896.0,107392,107392,Gut_24979
0,The King's Men: A Tale of To-morrow,"Grant, Robert",1852.0,1940.0,75101,75101,Gut_6458
0,"Supernatural Religion, Vol. 2 (of 3): An Inquiry into the Reality of Divine Revelation","Cassels, Walter Richard",1826.0,1907.0,117367,117367,Gut_20723
0,A Short History of the World,"Wells, H. G. (Herbert George)",1866.0,1946.0,117622,117622,Gut_19209
0,The Prince and the Page: A Story of the Last Crusade,"Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,66278,66278,Gut_20511
0,Cousin Henry,"Trollope, Anthony",1815.0,1882.0,70799,70799,Gut_10384
0,"Half-hours with the Highwaymen - Vol 1: Picturesque Biographies and Traditions of the ""Knights of the Road""","Harper, Charles G. (Charles George)",1863.0,1943.0,78094,78094,Gut_33106
0,An Autumn Sowing,"Benson, E. F. (Edward Frederic)",1867.0,1940.0,81211,81211,Gut_36010
0,Peck's Uncle Ike and The Red Headed Boy: 1899,"Peck, George W. (George Wilbur)",1840.0,1916.0,50754,50754,Gut_11400
0,Unleavened Bread,"Grant, Robert",1852.0,1940.0,122612,122612,Gut_3327
0,The Last Victory,"Godwin, Tom",1915.0,1980.0,6078,6078,Gut_38717
0,In Northern Mists: Arctic Exploration in Early Times (Volume 1 of 2),"Nansen, Fridtjof",1861.0,1930.0,159194,159194,Gut_23509
0,The Governors,"Oppenheim, E. Phillips (Edward Phillips)",1866.0,1946.0,65409,65409,Gut_335
0,"The Standard Light Operas, Their Plots and Their Music","Upton, George P. (George Putnam)",1834.0,1919.0,47598,47598,Gut_25438
0,The Insurrection in Dublin,"Stephens, James",1882.0,1950.0,21616,21616,Gut_2033
0,The Black Fawn,"Kjelgaard, Jim",1910.0,1959.0,43567,43567,Gut_19236
0,Rose MacLeod,"Brown, Alice",1857.0,1948.0,99023,99023,Gut_16410
0,White Lilac; or the Queen of the May,"Walton, Amy",1848.0,1899.0,60680,60680,Gut_8155
0,The Clyde Mystery: a Study in Forgeries and Folklore,"Lang, Andrew",1844.0,1912.0,27970,27970,Gut_7921
0,Carmilla,"Le Fanu, Joseph Sheridan",1814.0,1873.0,28038,28038,Gut_0
